VENDEDOR	CLIENTE	ROTULO	Pedido de Venda	Status OP	DESCRICAO	OP	COD.CAPACIDADE	CAPACIDADE	TIPO	DATA ENTRADA	DATA PREPARACAO	DATA LITOGRAFIA	DATA MONSTAGEM	DATA ENTREGA	QUANTIDADE PEDIDO	QTDE FOLHAS	QTDE POR FOLHA	VERNIZ.INT 01	VERNIZ.INT 02	ESMALTE	REVESTIMENTO	VERNIZ.ACABAMENTO	PREPARACAO	1a.COR	2a.COR	3a.COR	4a.COR	5a.COR	6a.COR	7a.COR	8a.COR	LITOGRAFIA	FECHAMENTO	Neck IN	Qtde.OP	Qtde.Faturada	Data Faturada	Nota Fiscal	Saldo.OP	OP.Faturada	Estado.Entrega	Cidade Entrega	OBS. da OP	Fechamento	Verniz CP	Verniz TP	Verniz FD	Verniz ARG	Total.Fat	Status Pela Tolerancia
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.01.0	24482012	Finalizada	MP400- RETOQUE  COLA  PLASTICA  CINZA  400G	36362012	995	MP.	LATA	06/12/2012	21/01/2013	25/01/2013	26/01/2013	28/01/2013	20000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	PRETO	LARANJA RILAPLAST							TP4	NÃO	20000	21216	12/02/2013	21599	-1216	36362012	SP	SÃO PAULO			NAT	VEX	VEX		21216	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.05.0	24492012	Finalizada	MP1- RETOQUE  COLA  PLASTICA  BRANCA  1KG	36372012	995	MP.	LATA	06/12/2012	07/02/2013	11/02/2013	12/02/2013	14/02/2013	32000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	AZUL LINOVA	PRETO							TP4	NÃO	32000	31195	04/03/2013	22069	805	36372012	SP	SÃO PAULO			NAT	NAT	NAT		31195	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.01.0	24502012	Finalizada	MP400- RETOQUE  COLA  PLASTICA  CINZA  400G	36382012	995	MP.	LATA	06/12/2012	07/02/2013	11/02/2013	12/02/2013	14/02/2013	20000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	PRETO	LARANJA RILAPLAST							TP4	NÃO	20000	17695	26/02/2013	100	2305	36382012	SP	SÃO PAULO	Ø995		NAT	VEX	VEX		17695	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.01.0	24542012	Finalizada	MP400- RETOQUE  COLA  PLASTICA  CINZA  400G	36392012	995	MP.	LATA	06/12/2012	18/02/2013	22/02/2013	23/02/2013	25/02/2013	20000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	PRETO	LARANJA RILAPLAST							TP4	NÃO	20000	20000	13/04/2013	23142	0	36392012	SP	SÃO PAULO			NAT	VEX	VEX		20000	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.05.0	24552012	Finalizada	MP1- RETOQUE  COLA  PLASTICA  BRANCA  1KG	36402012	995	MP.	LATA	06/12/2012	04/03/2013	08/03/2013	09/03/2013	11/03/2013	32000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	AZUL LINOVA	PRETO							TP4	NÃO	32000	27345	23/04/2013	23428	4655	36402012	SP	SÃO PAULO	Ø995		NAT	NAT	NAT		27345	Finalizada
CLAUDIO FRANCO DA ROCHA	RETOQUE IND.COM.MASSAS PLASTICAS SOC.LTDA ME	995.0342.01.0	24562012	Finalizada	MP400- RETOQUE  COLA  PLASTICA  CINZA  400G	36412012	995	MP.	LATA	06/12/2012	04/03/2013	08/03/2013	09/03/2013	11/03/2013	20000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	PRETO	LARANJA RILAPLAST							TP4	NÃO	20000	20640	02/04/2013	22842	-640	36412012	SP	SÃO PAULO			NAT	VEX	VEX		20640	Finalizada
FABIO	INDUTIL IND. DE TINTAS LTDA	360.0125.01.0	24582012	Finalizada	3,6A- INDUCLEAN	36552012	360	GALÃO-A.	LATA	06/12/2012	01/01/2013	05/01/2013	06/01/2013	08/01/2013	1500	394	4				SEM VZ INTERNO	ACABAMENTO COMUM											FA	NÃO	1500	1495	09/01/2013	20729	5	36552012	SP	SÃO PAULO		AGRAFADO	NAT	VEX	VEX	VEX	1495	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	24682012	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	36782012	995	MP.	LATA	07/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	31000	0	0			ESM.AMARELO PADRÃO	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO PREPARADO	MARROM BONA								TP4	NÃO	31000	3450	16/01/2013	20925	27550	36782012	SP	SÃO PAULO			NAT	NAT	NAT		30973	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	24682012	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	36782012	995	MP.	LATA	07/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013																						7091	16/01/2013	20925	20459		SP	SÃO PAULO			NAT	NAT	NAT		30973	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	24682012	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	36782012	995	MP.	LATA	07/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013																						13340	16/01/2013	20925	7119		SP	SÃO PAULO			NAT	NAT	NAT		30973	Finalizada
CLAUDIO FRANCO DA ROCHA	F.G.Z. MASSA PLASTICA  LTDA	995.1487.01.0	24682012	Finalizada	MP800- REQUINTE  MASSA PLASTICA  800G	36782012	995	MP.	LATA	07/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013																						7092	16/01/2013	20925	27		SP	SÃO PAULO			NAT	NAT	NAT		30973	Finalizada
ROGERIO BARRETO MARTINS	DISSOLTEX IND. QUÍMICA LTDA	360.0100.01.0	24802012	Finalizada	3,6A- D COLLORE  ESMALTE  SINTETICO	36812012	360	GALÃO-A.	LATA	07/12/2012	03/01/2013	07/01/2013	08/01/2013	10/01/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	AMARELO BANDEIRA	VERDE MARGARELLA	MAGENTA EUROPA	PRETO					FA	NÃO	3000	3036	11/01/2013	20787	-36	36812012	SP	SÃO CARLOS		AGRAFADO	NAT	VEX	VEX	VEX	3036	Finalizada
SANDRA REGINA DA SILVA	MAZA PRODUTOS QUIMICOS LTDA	141.0136.14.0	24952012	Finalizada	¼GLS- MAZADUR  POLIESTER/POLIUR.	36872012	141	¼  (S).	LATA	07/12/2012	11/01/2013	15/01/2013	16/01/2013	18/01/2013	25000	1875	14			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO BANDEIRA	MAGENTA EUROPA	VERMELHO MAZA	VERDE PREPARADO	PRETO RETICULADO	PRETO				FA	NÃO	25000	25056	25/01/2013	21188	-56	36872012	SP	MOCOCA		SOLDA	NAT	VEX	VEX	VEX	25056	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	126.1194.01.0	24852012	Finalizada	126- CARFORT  COLA PLASTICA  FORT  LIGHT 500G	36882012	126	Ø126 CERA ESPECIAL.	LATA	10/12/2012	28/12/2012	01/01/2013	02/01/2013	04/01/2013	6000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM											TP	NÃO	6000	6118	22/03/2013	22580	-118	36882012	ES	CARIACICA		REPUXO	NAT	VEX	VEX		6118	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	900.1194.01.0	24862012	Finalizada	900ML- CARFORT THINNER  ACABAMENTO C-700	36892012	900	900ML-83,5.	LATA	10/12/2012	28/12/2012	01/01/2013	02/01/2013	04/01/2013	7000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL DURAMAR	CREME PREPARADO	LARANJA RILAPLAST	MARROM P-4975C						Ø24	NÃO	7000				7000		ES	CARIACICA		SOLDA	NAT	VEX	VEX		0	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSA PLASTICA CARIACICA LTDA. ME	995.0139.03.0	24892012	Finalizada	MP400- CARFORT  COLA  PLASTICA  400G	36912012	995	MP.	LATA	10/12/2012	14/01/2013	18/01/2013	19/01/2013	21/01/2013	6000	0	0			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		VERMELHO LINOVA	MARROM BONA	LARANJA RILAPLAST							TP4	NÃO	6000	6510	17/01/2013	20971	-510	36912012	ES	CARIACICA			NAT	VEX	VEX		6510	Finalizada
CLAUDIO FRANCO DA ROCHA	MASSAS PLÁSTICAS CARFORT LTDA	900.0139.02.0	24902012	Finalizada	900ML- CARFORT  FORT RAZ	36932012	900	900ML-83,5.	LATA	10/12/2012	28/12/2012	01/01/2013	02/01/2013	04/01/2013	7000	0	0				SEM VZ INTERNO	ACABAMENTO COMUM		LARANJA RILAPLAST	MARROM P-4975C	AZUL EUROPA	CREME PREPARADO						Ø24	NÃO	7000	7180	08/01/2013	20720	-180	36932012	ES	CARIACICA		SOLDA	NAT	VEX	VEX		7180	Finalizada
CLAUDIO FRANCO DA ROCHA	3M DO BRASIL  LTDA	120.1576.01.0	25102012	Finalizada	120- 3M CERA SUPER PROTETORA  200G	37062012	120	Ø120 (AUTO).	LATA	11/12/2012	17/01/2013	21/01/2013	22/01/2013	24/01/2013	11000	0	0	EPOXI FENOLICO		ESMALTE BRANCO POLIESTER	COM VERNIZ	VERNIZ ACABAMENTO POLIESTER		AZUL DURAMAR	PRETO	AMARELO EUROPA	MAGENTA BERTONCINI						TP	NÃO	11000	2500	04/01/2013	20624	8500	37062012	SP	SUMARE		REPUXO	VI	VZ			11000	Finalizada
CLAUDIO FRANCO DA ROCHA	3M DO BRASIL  LTDA	120.1576.01.0	25102012	Finalizada	120- 3M CERA SUPER PROTETORA  200G	37062012	120	Ø120 (AUTO).	LATA	11/12/2012	17/01/2013	21/01/2013	22/01/2013	24/01/2013																						8500	28/01/2013	21235	0		SP	SUMARE		REPUXO	VI	VZ			11000	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.02.2	25062012	Finalizada	3,6S- BRASIMOB MAD/MET ESMALTE SINTETICO STD.	37092012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	4968	1304	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	MAGENTA EUROPA	AMARELO EUROPA	PRETO				FA	NÃO	4968	4968	26/12/2012	20406	0	37092012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	4968	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.02.2	25062012	Finalizada	3,6S- BRASIMOB MAD/MET ESMALTE SINTETICO STD.	37102012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	4968	1304	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	MAGENTA EUROPA	AMARELO EUROPA	PRETO				FA	NÃO	4968	4416	03/01/2013	20568	552	37102012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	4416	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.04.1	25062012	Finalizada	3,6S-BRASILUX ESMALTE SINTETICO LINHA AUTO(AZUL)	37112012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	8832	2318	4				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA				FA	NÃO	8832	8832	03/01/2013	20567	0	37112012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	8832	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.04.1	25062012	Finalizada	3,6S-BRASILUX ESMALTE SINTETICO LINHA AUTO(AZUL)	37122012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	8832	2318	4				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA				FA	NÃO	8832	8832	16/01/2013	20954	0	37122012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	8832	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.04.1	25062012	Finalizada	3,6S-BRASILUX ESMALTE SINTETICO LINHA AUTO(AZUL)	37132012	361	GALÃO-S.	LATA	11/12/2012	14/01/2013	18/01/2013	19/01/2013	21/01/2013	8832	2318	4				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA				FA	NÃO	8832	8832	28/01/2013	21196	0	37132012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	8832	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.04.1	25062012	Finalizada	3,6S-BRASILUX ESMALTE SINTETICO LINHA AUTO(AZUL)	37142012	361	GALÃO-S.	LATA	11/12/2012	21/01/2013	25/01/2013	26/01/2013	28/01/2013	8832	2318	4				SEM VZ INTERNO	ACABAMENTO COMUM		AZUL SOL BRILHO	BRANCO SV 1ªPASS	BRANCO SV 2ªPASS	AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA				FA	NÃO	8832	8832	28/01/2013	21238	0	37142012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	8832	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.08.0	25062012	Finalizada	3,6S- BRASILINE  ESMALTE SINTETICO	37152012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	7728	2029	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS 2ªPASS	BORDO REAL	AZUL EUROPA	BRANCO BRILTINTAS	MAGENTA EUROPA	AMARELO EUROPA				FA	NÃO	7728	7728	03/01/2013	20565	0	37152012	SP	MATÃO			NAT	VEX	VEX	VEX	7728	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.08.0	25062012	Finalizada	3,6S- BRASILINE  ESMALTE SINTETICO	37162012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	7728	2029	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS 2ªPASS	BORDO REAL	AZUL EUROPA	BRANCO BRILTINTAS	MAGENTA EUROPA	AMARELO EUROPA				FA	NÃO	7728	6624	10/01/2013	20763	1104	37162012	SP	MATÃO			NAT	VEX	VEX	VEX	6624	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.08.0	25062012	Finalizada	3,6S- BRASILINE  ESMALTE SINTETICO	37172012	361	GALÃO-S.	LATA	11/12/2012	14/01/2013	18/01/2013	19/01/2013	21/01/2013	7728	2029	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS 2ªPASS	BORDO REAL	AZUL EUROPA	BRANCO BRILTINTAS	MAGENTA EUROPA	AMARELO EUROPA				FA	NÃO	7728	7728	18/01/2013	21001	0	37172012	SP	MATÃO			NAT	VEX	VEX	VEX	7728	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.14.1	25062012	Finalizada	3,6S- BRASIMIX  SIST.MIXING .LINHA  AUTO MARROM. 	37182012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	3864	1014	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA	MARROM PREPARADO RETICULADO	MARROM PREPARADO					FA	NÃO	3864	3864	03/01/2013	20570	0	37182012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	3864	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.14.1	25062012	Finalizada	3,6S- BRASIMIX  SIST.MIXING .LINHA  AUTO MARROM. 	37192012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	3864	1014	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA	MARROM PREPARADO RETICULADO	MARROM PREPARADO					FA	NÃO	3864	3864	15/01/2013	20864	0	37192012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	3864	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.14.1	25062012	Finalizada	3,6S- BRASIMIX  SIST.MIXING .LINHA  AUTO MARROM. 	37202012	361	GALÃO-S.	LATA	11/12/2012	14/01/2013	18/01/2013	19/01/2013	21/01/2013	3864	1014	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA	MARROM PREPARADO RETICULADO	MARROM PREPARADO					FA	NÃO	3864	3864	30/01/2013	21297	0	37202012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	3864	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.14.1	25062012	Finalizada	3,6S- BRASIMIX  SIST.MIXING .LINHA  AUTO MARROM. 	37212012	361	GALÃO-S.	LATA	11/12/2012	21/01/2013	25/01/2013	26/01/2013	28/01/2013	3864	1014	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AZUL EUROPA	VERMELHO LINOVA	AMARELO EUROPA	MARROM PREPARADO RETICULADO	MARROM PREPARADO					FA	NÃO	3864	3312	14/02/2013	21657	552	37212012	SP	MATÃO		SOLDA	NAT	VEX	VEX	VEX	3312	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.19.0	25062012	Finalizada	3,6S- BRASITEC  ESMALTE  SINTETICO	37222012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	5520	1449	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AZUL EUROPA	BRANCO BRILTINTAS 2ªPASS	VERDE PREPARADO	AMARELO EUROPA	VERMELHO LINOVA	VERDE BRASITEC			FA	NÃO	5520	6072	03/01/2013	20566	-552	37222012	SP	MATÃO			NAT	VEX	VEX	VEX	6072	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.19.0	25062012	Finalizada	3,6S- BRASITEC  ESMALTE  SINTETICO	37232012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	5520	1449	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AZUL EUROPA	BRANCO BRILTINTAS 2ªPASS	VERDE PREPARADO	AMARELO EUROPA	VERMELHO LINOVA	VERDE BRASITEC			FA	NÃO	5520	5520	16/01/2013	20935	0	37232012	SP	MATÃO			NAT	VEX	VEX	VEX	5520	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.19.0	25062012	Finalizada	3,6S- BRASITEC  ESMALTE  SINTETICO	37242012	361	GALÃO-S.	LATA	11/12/2012	14/01/2013	18/01/2013	19/01/2013	21/01/2013	5520	1449	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AZUL EUROPA	BRANCO BRILTINTAS 2ªPASS	VERDE PREPARADO	AMARELO EUROPA	VERMELHO LINOVA	VERDE BRASITEC			FA	NÃO	5520	5520	14/02/2013	21678	0	37242012	SP	MATÃO			NAT	VEX	VEX	VEX	5520	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.19.0	25062012	Finalizada	3,6S- BRASITEC  ESMALTE  SINTETICO	37252012	361	GALÃO-S.	LATA	11/12/2012	21/01/2013	25/01/2013	26/01/2013	28/01/2013	5520	1449	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO BRILTINTAS	AZUL EUROPA	BRANCO BRILTINTAS 2ªPASS	VERDE PREPARADO	AMARELO EUROPA	VERMELHO LINOVA	VERDE BRASITEC			FA	NÃO	5520	3864	06/03/2013	22146	1656	37252012	SP	MATÃO			NAT	VEX	VEX	VEX	3864	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.29.0	25062012	Finalizada	3,6S- BRASILAR ESMALTE SINTETICO BRANCO	37262012	361	GALÃO-S.	LATA	11/12/2012	31/12/2012	04/01/2013	05/01/2013	07/01/2013	6624	1739	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	MAGENTA EUROPA	AZUL EUROPA	BRANCO OPACO	VERDE ESCURO PETROCOLA	AMARELO EUROPA				FA	NÃO	6624	6624	03/01/2013	20569	0	37262012	SP	MATÃO			NAT	VEX	VEX	VEX	6624	Finalizada
LUCIANA	BRASILUX TINTAS TÉCNICAS LTDA	361.0088.29.0	25062012	Finalizada	3,6S- BRASILAR ESMALTE SINTETICO BRANCO	37272012	361	GALÃO-S.	LATA	11/12/2012	07/01/2013	11/01/2013	12/01/2013	14/01/2013	6624	1739	4				SEM VZ INTERNO	ACABAMENTO COMUM		BRANCO OPACO 2ªPASS	MAGENTA EUROPA	AZUL EUROPA	BRANCO OPACO	VERDE ESCURO PETROCOLA	AMARELO EUROPA				FA	NÃO	6624	6624	12/01/2013	20824	0	37272012	SP	MATÃO			NAT	VEX	VEX	VEX	6624	Finalizada
SANDRA REGINA DA SILVA	TINTAS SIX COLLOR IND. E COM. LTDA - EPP	360.0498.11.0	25132012	Finalizada	3,6A- REAL  COMPLEMENTO	37312012	360	GALÃO-A.	LATA	12/12/2012	01/01/2013	05/01/2013	06/01/2013	08/01/2013	5000	1312	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM											FA	NÃO	5000	5014	09/01/2013	20726	-14	37312012	SP	GUARAREMA		AGRAFADO	VI	VZ	VZ	VZ	5014	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	361.0003.04.0	25182012	Finalizada	3,6A- ADVANCE  AZUL  C/VZ	37332012	361	GALÃO-S.	LATA	12/12/2012	02/01/2013	06/01/2013	07/01/2013	09/01/2013	4000	1050	4	EPOXI FENOLICO		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		AZUL EUROPA	PRETO	MAGENTA EUROPA	AMARELO BANDEIRA						FA	NÃO	4000	3537	10/01/2013	20749	463	37332012	SP	INDAIATUBA			VI	VZ	VZ	VZ	3537	Finalizada
ROGERIO BARRETO MARTINS	DISSOLTEX IND. QUÍMICA LTDA	361.0100.01.0	25172012	Finalizada	3,6S- DISSOLTEX  TINTAS	37342012	361	GALÃO-S.	LATA	12/12/2012	03/01/2013	07/01/2013	08/01/2013	10/01/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO MEDIO	PRETO	VERDE PREPARADO	AZUL EUROPA	VERMELHO LINOVA	LARANJA PREPARADO				FA	SIM	3000	2806	07/02/2013	21503	194	37342012	SP	SÃO CARLOS		SOLDA	NAT	VEX	VEX	VEX	2806	Finalizada
ROGERIO BARRETO MARTINS	DISSOLTEX IND. QUÍMICA LTDA	361.0100.01.0	25172012	Finalizada	3,6S- DISSOLTEX  TINTAS	37352012	361	GALÃO-S.	LATA	12/12/2012	04/02/2013	08/02/2013	09/02/2013	11/02/2013	3000	788	4			ESM.BRANCO DULUX	SEM VZ INTERNO	ACABAMENTO COMUM		AMARELO MEDIO	PRETO	VERDE PREPARADO	AZUL EUROPA	VERMELHO LINOVA	LARANJA PREPARADO				FA	SIM	3000	2645	14/02/2013	21670	355	37352012	SP	SÃO CARLOS		SOLDA	NAT	VEX	VEX	VEX	2645	Finalizada
SANDRA REGINA DA SILVA	INDUSTRIA  QUIMICA  UNA LTDA	140.0188.01.0	25112012	Finalizada	¼GLA- GUNFLEX  AZUL  COLA	37362012	140	¼  (A).	LATA	12/12/2012	11/01/2013	15/01/2013	16/01/2013	18/01/2013	7000	0	0	EPOXI FENOLICO		ESM.BRANCO COMUM	COM VERNIZ	ACABAMENTO COMUM		AZUL DURAMAR	VERMELHO VIVAVINIL	AZUL UNA							FA	NÃO	7000	5688	16/01/2013	20957	1312	37362012	SP	ITAQUAQUECETUBA		AGRAFADO	VI	VZ	VZ	VZ	5688	Finalizada
ELENICE MARTIRE	QUÍMICA ARAGUAIA LTDA.	100.1540.01.0	25122012	Finalizada	100   NATURAL S/VZ  1L	37422012	100	1L-99,5.	LATA	12/12/2012	28/12/2012	01/01/2013	02/01/2013	04/01/2013	600	0	0				SEM VZ INTERNO												Ø24	NÃO	600	600	18/01/2013	20999	0	37422012	SP	BARUERI			NAT	NAT	NAT		600	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	008.0003.02.0	25422012	Finalizada	1/8-  ADVANCE  VERMELHO   C/VZ  GRIS Ø42	37712012	8	1/8.	LATA	13/12/2012	01/01/2013	05/01/2013	06/01/2013	08/01/2013	10000	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO EUROPA	PRETO	AZUL EUROPA						FA	NÃO	10000	10080	08/01/2013	20711	-80	37712012	SP	INDAIATUBA		SOLDA	VI	VZ	VZ	VZ	10080	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	008.0003.02.0	25442012	Finalizada	1/8-  ADVANCE  VERMELHO   C/VZ  GRIS Ø42	37722012	8	1/8.	LATA	13/12/2012	28/01/2013	01/02/2013	02/02/2013	04/02/2013	9000	0	0	EPOXI ESMALTE GRIS		ESM.BRANCO DULUX	COM VERNIZ	ACABAMENTO COMUM		MAGENTA EUROPA	AMARELO EUROPA	PRETO	AZUL EUROPA						FA	NÃO	9000	6480	06/02/2013	21479	2520	37722012	SP	INDAIATUBA		SOLDA	VI	VZ	VZ	VZ	9000	Finalizada
CLAUDIO FRANCO DA ROCHA	ADVANCE TINTAS E VERNIZES LTDA	008.0003.02.0	25442012	Finalizada	1/8-  ADVANCE  VERMELHO   C/VZ  GRIS Ø42	37722012	8	1/8.	LATA	13/12/2012	28/01/2013	01/02/2013	02/02/2013	04/02/2013																						2520	07/02/2013	21498	0		SP	INDAIATUBA		SOLDA	VI	VZ	VZ	VZ	9000	Finalizada
